Fighter,Opponent,Result,Method
Adilet “Aden” Mamytov,Zaiundin Suleimanov,LOSS,TKO
Adilet “Kok-Zhal” Nurmatov,Leonardo Casotti,WIN,TKO
Adnan “The Butcher” Larry,Maxwell Djantou Nana,LOSS,TKO
Adonis Sevilleno,Enkh-Orgil Baatarkhuu,LOSS,Unanimous Decision
Adonis Sevilleno,Drex Zamboanga,LOSS,Unanimous Decision
Adrian “The Phenom” Lee,Takeharu Ogawa,WIN,Submission
Adrian “The Phenom” Lee,Nico Cornejo,WIN,Submission
Adrian “The Phenom” Lee,Antonio Mammarella,WIN,Submission
Adrian “Papua Badboy” Mattheis,Lito Adiwang,LOSS,TKO
Adrian “Papua Badboy” Mattheis,Zelang Zhaxi,WIN,TKO
Adrian “Papua Badboy” Mattheis,Alex Silva,LOSS,Submission
Adrian “Papua Badboy” Mattheis,Alex Silva,WIN,TKO
Adrian “Papua Badboy” Mattheis,Stefer Rahardian,LOSS,Unanimous Decision
Adrian “Papua Badboy” Mattheis,Li Zhe,WIN,TKO
Adrian “Papua Badboy” Mattheis,Himanshu Kaushik,WIN,Submission
Adrian “Papua Badboy” Mattheis,Aziz Calim,WIN,Submission
Adrian “Papua Badboy” Mattheis,Angelo Bimoadji,WIN,TKO
Adrian “Papua Badboy” Mattheis,Robin Catalan,LOSS,Submission
Adrian “Papua Badboy” Mattheis,Lan Ming Qiang,WIN,Unanimous Decision
Adrian “Papua Badboy” Mattheis,Eddey Kalai,WIN,Submission
Adrian “Papua Badboy” Mattheis,Phat Soda,WIN,Submission
Adrian “Papua Badboy” Mattheis,Dejdamrong Sor Amnuaysirichoke,LOSS,Knockout
Adrian “Papua Badboy” Mattheis,Kritsada Kongsrichai,LOSS,Submission
Adrian “Papua Badboy” Mattheis,Rene Catalan,LOSS,Submission
Adrian “The Hunter” Pang,Kazuki Tokudome,LOSS,TKO
Adrian “The Hunter” Pang,Kota Shimoishi,WIN,TKO
Adrian “The Hunter” Pang,Honorio Banario,LOSS,Split Decision
Adrian “The Hunter” Pang,Amir Khan,LOSS,Unanimous Decision
Adrian “The Hunter” Pang,Roger Huerta,LOSS,Split Decision
Adrian “The Hunter” Pang,Eduard Folayang,LOSS,Unanimous Decision
Adrian “The Hunter” Pang,Vincent Latoel,WIN,Submission
Adriana “The Hurricane” Fusini,Anita Karim,LOSS,Submission
Adriano “Mikinho” Moraes,Yuya Wakamatsu,LOSS,TKO
Adriano “Mikinho” Moraes,Danny Kingad,WIN,Submission
Adriano “Mikinho” Moraes,Demetrious Johnson,LOSS,Unanimous Decision
Adriano “Mikinho” Moraes,Demetrious Johnson,LOSS,Knockout
Adriano “Mikinho” Moraes,Yuya Wakamatsu,WIN,Submission
Adriano “Mikinho” Moraes,Demetrious Johnson,WIN,Knockout
Adriano “Mikinho” Moraes,Geje Eustaquio,WIN,Unanimous Decision
Adriano “Mikinho” Moraes,Geje Eustaquio,LOSS,Split Decision
Adriano “Mikinho” Moraes,Danny Kingad,WIN,Submission
Adriano “Mikinho” Moraes,Kairat Akhmetov,WIN,Unanimous Decision
Adriano “Mikinho” Moraes,Tilek Batyrov,WIN,Submission
Adriano “Mikinho” Moraes,Eugene Toquero,WIN,Submission
Adriano “Mikinho” Moraes,Kairat Akhmetov,LOSS,Split Decision
Adriano “Mikinho” Moraes,Riku Shibuya,WIN,Unanimous Decision
Adriano “Mikinho” Moraes,Geje Eustaquio,WIN,Submission
Adriano “Mikinho” Moraes,Yasuhiro Urushitani,WIN,Submission
Adriano “Mikinho” Moraes,Yusup Saadulaev,LOSS,Split Decision
Aekkalak Sor Samarngarment,Petsansab Sor Jaruwan,WIN,Unanimous Decision
Aekkalak Sor Samarngarment,Ronachai Tor Ramintra,LOSS,Unanimous Decision
Ahavat “Golden Boy” Gordon,Eh Mwi,WIN,Unanimous Decision
Ahejiang Ailinuer,Zhong Qing Ya,WIN,TKO
Ahejiang Ailinuer,Li Shuai Hu,WIN,TKO
Ahmad “Lycan” Qais Jasoor,Xie Bin,LOSS,Submission
Ahmad “Lycan” Qais Jasoor,Ma Xu Dong,WIN,Knockout
Ahmad “Lycan” Qais Jasoor,Chen Lei,LOSS,TKO
Eazy Anuar,Ryuichi Yamashita,WIN,Submission
Eazy Anuar,Pardeep Kumar,WIN,Submission
Ahmed “Bosnian Steel” Krnjic,Bruno Chaves,WIN,Unanimous Decision
Ahmed “Wolverine” Mujtaba,Kade Ruotolo,LOSS,Submission
Ahmed “Wolverine” Mujtaba,Halil Amir,LOSS,TKO
Ahmed “Wolverine” Mujtaba,Sage Northcutt,LOSS,Submission
Ahmed “Wolverine” Mujtaba,Abraao Amorim,WIN,Submission
Ahmed “Wolverine” Mujtaba,Rahul Raju,WIN,Knockout
Ahmed “Wolverine” Mujtaba,Ma Jia Wen,LOSS,Submission
Ahmed “Wolverine” Mujtaba,Li Kai Wen,WIN,Disqualification
Ahmed “Wolverine” Mujtaba,Keanu Subba,LOSS,Submission
Ahmed “Wolverine” Mujtaba,Benedict Ang,WIN,Unanimous Decision
“Nomad War God” Ayiken Wusaierbabai,Zhang Ze Hao,LOSS,TKO
Akari Ogata,Khojinsa Komoldinova,WIN,TKO
Akbar Abdullaev,Tang Kai,WIN,TKO
Akbar Abdullaev,Halil Amir,WIN,Knockout
Akbar Abdullaev,Aaron Canarte,WIN,TKO
Akbar Abdullaev,Oh Ho Taek,WIN,TKO
Akif “King” Guluzada,Puengluang Baanramba,WIN,Knockout
Akif “King” Guluzada,Samingdam NF Looksuan,WIN,TKO
Akif “King” Guluzada,Haruto Yasumoto,WIN,Unanimous Decision
Akihiro “Superjap” Fujisawa,Colton Kielbasa,LOSS,Submission
Akihiro “Superjap” Fujisawa,Pongsiri Mitsatit,WIN,Knockout
Akihiro “Superjap” Fujisawa,Kim Kyu Sung,LOSS,Knockout
Akihiro “Superjap” Fujisawa,Aleksi Toivonen,LOSS,Submission
Akihiro “Superjap” Fujisawa,Ramon Gonzales,LOSS,Submission
Akihiro “Superjap” Fujisawa,Rockie Bactol,WIN,TKO
Akihiro “Superjap” Fujisawa,Kaji Ebin,WIN,Submission
Akkaradet Guaybangkorlaem,Petninmungkorn NamkangIceland,LOSS,Knockout
Akram “La Pepite” Hamidi,Sam-A Gaiyanghadao,LOSS,Knockout
Akram “La Pepite” Hamidi,Kongchai Chanaidonmueang,WIN,TKO
Akram “La Pepite” Hamidi,Prajanchai PK Saenchai,LOSS,Unanimous Decision
Akram “La Pepite” Hamidi,Jomhod Auto MuayThai,WIN,TKO
Akuri Ronda,Michael Walker,LOSS,Unanimous Decision
Alan “The Apprentice” Philpott,Ahmed Faress,LOSS,Submission
Alan “The Apprentice” Philpott,Myung Gu Kim,WIN,TKO
Alan “The Apprentice” Philpott,Zechariah Lange,WIN,Unanimous Decision
Alan “The Apprentice” Philpott,Song Min Jong,LOSS,Submission
Alan “Emperador” Yauny,Alex Bublea,LOSS,Unanimous Decision
Alaverdi “Babyface Killer” Ramazanov,Petchtanong Petchfergus,LOSS,TKO
Alaverdi “Babyface Killer” Ramazanov,Alessandro Sara,WIN,Knockout
Alaverdi “Babyface Killer” Ramazanov,Mavlud Tifiyev,LOSS,Unanimous Decision
Alaverdi “Babyface Killer” Ramazanov,Nong-O Hama,LOSS,Knockout
Alaverdi “Babyface Killer” Ramazanov,Capitan Petchyindee,WIN,Split Decision
Alaverdi “Babyface Killer” Ramazanov,Pongsiri PK Saenchai,WIN,Knockout
Alaverdi “Babyface Killer” Ramazanov,Capitan Petchyindee,LOSS,Knockout
Alaverdi “Babyface Killer” Ramazanov,Zhang Chenglong,WIN,Unanimous Decision
Alaverdi “Babyface Killer” Ramazanov,Ognjen Topic,WIN,TKO
Alaverdi “Babyface Killer” Ramazanov,Kongsak,LOSS,Split Decision
Alaverdi “Babyface Killer” Ramazanov,Saemapetch Fairtex,LOSS,Unanimous Decision
Alaverdi “Babyface Killer” Ramazanov,Andrew Miller,WIN,Knockout
Alaverdi “Babyface Killer” Ramazanov,Petchmorakot Petchyindee,WIN,Unanimous Decision
Alber “Magayver” Da Silva,Hiroki Naruo,LOSS,TKO
Alber “Magayver” Da Silva,Muga Seto,LOSS,Knockout
Alber “Magayver” Da Silva,Dave Bangguigui,LOSS,Submission
Alber “Magayver” Da Silva,Lito Adiwang,LOSS,TKO
Aleksandra Savicheva,Anelya Toktogonova,LOSS,Submission
Aleksandra Savicheva,Zeba Bano,WIN,TKO
Alessandro “The Italian Ferrari” Sara,Alaverdi Ramazanov,LOSS,Knockout
Alessandro “The Italian Ferrari” Sara,Erdem Taha Dincer,LOSS,Knockout
Alessio Malatesta,Abdulla Dayakaev,LOSS,Knockout
Alessio Malatesta,Fabio Reis,WIN,Knockout
Alessio Malatesta,Wilachon PK Saenchai,WIN,TKO
Alessio Malatesta,Nontachai Jitmuangnon,LOSS,Unanimous Decision
Alex Bublea,Alan Yauny,WIN,Unanimous Decision
Alex “The Viking” Roberts,Beybulat Isaev,LOSS,TKO
Alex “The Viking” Roberts,Roman Kryklia,LOSS,Knockout
Alex “Little Rock” Silva,Keito Yamakita,LOSS,Unanimous Decision
Alex “Little Rock” Silva,Gustavo Balart,LOSS,Split Decision
Alex “Little Rock” Silva,Adrian Mattheis,WIN,Submission
Alex “Little Rock” Silva,Adrian Mattheis,LOSS,TKO
Alex “Little Rock” Silva,Rene Catalan,WIN,Submission
Alex “Little Rock” Silva,Miao Li Tao,WIN,Unanimous Decision
Alex “Little Rock” Silva,Hiroba Minowa,LOSS,Split Decision
Alex “Little Rock” Silva,Joshua Pacio,LOSS,Split Decision
Alex “Little Rock” Silva,Peng Xue Wen,WIN,Submission
Alex “Little Rock” Silva,Stefer Rahardian,WIN,Submission
Alex “Little Rock” Silva,Yoshitaka Naito,LOSS,Unanimous Decision
Alex “Little Rock” Silva,Yosuke Saruta,LOSS,Unanimous Decision
Alex “Little Rock” Silva,Yoshitaka Naito,LOSS,Split Decision
Alex “Little Rock” Silva,Yoshitaka Naito,WIN,Unanimous Decision
Alex “Little Rock” Silva,Hayato Suzuki,WIN,Submission
Alex “Little Rock” Silva,Roy Doliguez,WIN,Submission
Alex “Little Rock” Silva,Robin Catalan,WIN,Submission
Alex “Little Rock” Silva,Ruel Catalan,WIN,Submission
Alex “Little Rock” Silva,Rene Catalan,WIN,Submission
Alex “Little Rock” Silva,Geje Eustaquio,LOSS,Unanimous Decision
Alexandr Skvortsov,Jose Manuel Hita,WIN,Majority Decision
Alexey Balyko,Komawut FA Group,LOSS,Unanimous Decision
Alexey Balyko,John Lineker,LOSS,Knockout
Alexey Balyko,Stefan Korodi,WIN,Knockout
Alexey Balyko,Panrit Lukjaomaesaiwaree,LOSS,Unanimous Decision
Alexey Balyko,Suakim Sor Jor Tongprajin,WIN,Knockout
Alexey Balyko,Yod-IQ Or Pimolsri,WIN,Unanimous Decision
Alexy Lyapunov,Richard Godoy,LOSS,Split Decision
Alfie Ponting,Sonrak Fairtex,LOSS,Majority Decision
Ali Aliev,Liam Nolan,LOSS,Unanimous Decision
Ali Kabdulla,Richard Godoy,WIN,TKO
Ali Kabdulla,Alisson Barbosa,WIN,TKO
Ali-Khan Ergeshov,Numpangna Eaglemuaythai,LOSS,TKO
Ali “The King” Koyuncu,Yota Shigemori,WIN,Unanimous Decision
Ali Motamed,Tatsuya Ando,LOSS,TKO
Ali Motamed,Chen Rui,LOSS,TKO
Ali Motamed,Hikaru Yoshino,WIN,Split Decision
Ali Motamed,Zechariah Lange,WIN,Unanimous Decision
Ali Motamed,Shinechagtga Zoltsetseg,LOSS,TKO
Ali Saldoev,Black Panther,LOSS,Knockout
Ali Saldoev,Zakaria El Jamari,WIN,Knockout
Ali Serik,Huo Xiaolong,LOSS,Knockout
Aliasghar Ghodratisaraskan,Ilias Ennahachi,LOSS,Knockout
Alibeg Rasulov,Christian Lee,Unknown,Unknown
Alibeg Rasulov,Ok Rae Yoon,WIN,Unanimous Decision
Aliff Sor Dechapan,Shamil Adukhov,WIN,Knockout
Aliff Sor Dechapan,Walter Goncalves,WIN,Unanimous Decision
Aliff Sor Dechapan,Zakaria El Jamari,WIN,Knockout
Aliff Sor Dechapan,Ellis Badr Barboza,LOSS,Split Decision
Aliff Sor Dechapan,Zhang Peimian,LOSS,Unanimous Decision
Aliff Sor Dechapan,Peyman Zolfaghari,WIN,Knockout
Aliff Sor Dechapan,Yangdam Jitmuangnon,WIN,Unanimous Decision
Aliff Sor Dechapan,Ratchadej Sor Petjumrat,WIN,Knockout
Aliff Sor Dechapan,Rittidet Kiatsongrit,WIN,TKO
Allan Albindo,Toreq,LOSS,Split Decision
Allan Albindo,Arif Izzudin,WIN,TKO
Allan Albindo,Manthan Rane,LOSS,Unanimous Decision
Alisson Barbosa,Ali Kabdulla,LOSS,TKO
Alisson Barbosa,Elliot Compton,WIN,Submission
Alma Juniku,Janet Todd,LOSS,Unanimous Decision
Alma Juniku,Anne Line Hogstad,LOSS,Majority Decision
Alma Juniku,Stamp Fairtex,LOSS,Unanimous Decision
Alyona Rassohyna,Denice Zamboanga,LOSS,TKO
Alyona Rassohyna,Stamp Fairtex,LOSS,Split Decision
Alyona Rassohyna,Stamp Fairtex,WIN,Submission
Alyse “Lil' Savage” Anderson,Victoria Souza,LOSS,Unanimous Decision
Alyse “Lil' Savage” Anderson,Stamp Fairtex,LOSS,Knockout
Alyse “Lil' Savage” Anderson,Asha Roka,WIN,Submission
Alyse “Lil' Savage” Anderson,Itsuki Hirata,LOSS,Unanimous Decision
Amanda “Tubby” Alequin,Tammi Musumeci,LOSS,Unanimous Decision
Amarsanaa “Spear” Tsogookhuu,Ben Wilhelm,WIN,Unanimous Decision
Amarsanaa “Spear” Tsogookhuu,Eduard Folayang,LOSS,Unknown
Amarsanaa “Spear” Tsogookhuu,Shannon Wiratchai,WIN,Unanimous Decision
Amber “AK 47” Kitchen,Martine Michieletto,LOSS,Unanimous Decision
Amber “AK 47” Kitchen,Jackie Buntan,LOSS,Unanimous Decision
Amber “AK 47” Kitchen,Diandra Martin,LOSS,Unanimous Decision
Amber “AK 47” Kitchen,Viktoria Lipianska,LOSS,Split Decision
Amil “The Problem” Shahmarzade,Seksan Fairtex,LOSS,Unanimous Decision
Amil “The Problem” Shahmarzade,Khunponnoi Sor Sommai,LOSS,Knockout
Amir “The Tiger” Abdulmuslimov,Kongchai Chanaidonmueang,LOSS,Unanimous Decision
Amir “The Tiger” Abdulmuslimov,Petnamngam PK Saenchai,LOSS,Split Decision
Amir “The Tiger” Abdulmuslimov,Jaising Sitnayokpunsak,WIN,Knockout
Amir El Dakkak,Jaruadsuk Sor Jor Wichitpadriew,LOSS,Unanimous Decision
Amir Khan,Eduard Folayang,LOSS,Knockout
Amir Khan,Keanu Subba,LOSS,Knockout
Amir Khan,Ryogo Takahashi,WIN,Split Decision
Amir Khan,Dae Sung Park,LOSS,Split Decision
Amir Khan,Rahul Raju,WIN,Knockout
Amir Khan,Kimihiro Eto,LOSS,Submission
Amir Khan,Ev Ting,WIN,Split Decision
Amir Khan,Dagi Arslanaliev,LOSS,Knockout
Amir Khan,Ariel Sexton,LOSS,Submission
Amir Khan,Eduard Folayang,LOSS,Unanimous Decision
Amir Khan,Honorio Banario,WIN,Submission
Amir Khan,Sung Jong Lee,WIN,TKO
Amir Khan,Timofey Nastyukhin,LOSS,Unanimous Decision
Amir Khan,Adrian Pang,WIN,Unanimous Decision
Amir Khan,Jaroslav Jartim,WIN,Knockout
Amir Khan,Rajinder Singh Meena,WIN,TKO
Amir Khan,Vaughn Donayre,WIN,Submission
Amir Khan,John Chang,WIN,TKO
Amir Khan,Shannon Wiratchai,LOSS,Split Decision
Amir Khan,Bashir Ahmad,WIN,TKO
Amir Khan,Waqar Umar,WIN,Knockout
Amir Khan,Jian Kai Chee,WIN,TKO
Amir Naseri,Seksan Or Kwanmuang,LOSS,Unanimous Decision
Amir Naseri,Taiki Naito,LOSS,Unanimous Decision
Amir Naseri,Savvas Michael,LOSS,Unanimous Decision
Amnartdet Sitnayokmot,Kohtao Petsomnuk,LOSS,TKO
Amnuaydet Wor Wantawee,Petleela M U Den,WIN,Knockout
Amy Pirnie,Shir Cohen,LOSS,Unanimous Decision
Amy Pirnie,Yu Yau Pui,WIN,Knockout
An Bunhour,Chaongoh Jitmuangnon,LOSS,TKO
Anacleto “Tenacity” Lauron,Jhanlo Mark Sangiao,LOSS,Submission
Andre “Deco” Galvao,Reinier de Ridder,Unknown,Unknown
Andrei “Mr. KO” Stoica,Françesko Xhaja,LOSS,Split Decision
Andrei “Mr. KO” Stoica,Giannis Stoforidis,WIN,Majority Decision
Andrei “Mr. KO” Stoica,Roman Kryklia,LOSS,Unanimous Decision
Andrei “Mr. KO” Stoica,Anderson Silva,WIN,Knockout
Andrei “Mr. KO” Stoica,Ibrahim El Bouni,WIN,Unanimous Decision
Andrei “Mr. KO” Stoica,Tarik Khbabez,LOSS,Unanimous Decision
Andrey Chelbaev,Chayan Oorzhak,LOSS,TKO
Andrey Chelbaev,Manthan Rane,WIN,Unanimous Decision
Andrey Khromov,Yodphupa Petkiatpet,LOSS,Knockout
Andrii Mezentsev,Tahaneak Nayokatasala,LOSS,Split Decision
Andrii Mezentsev,Singdam Kafefocus,LOSS,Unanimous Decision
Anelya Toktogonova,Aleksandra Savicheva,WIN,Submission
Angel “Ironside” Bauza,Zohir Remidi,WIN,TKO
Angela Chang,Junior Fairtex,LOSS,Unanimous Decision
Angelos “The Bullet” Giakoumis,Yodkaikaew Fairtex,LOSS,Unanimous Decision
Angelos “The Bullet” Giakoumis,Mohammad Sadeghi,LOSS,Unanimous Decision
Anissa “C18” Meksen,Kana Morimoto,WIN,Unanimous Decision
Anissa “C18” Meksen,Jackie Buntan,LOSS,Unanimous Decision
Anissa “C18” Meksen,Phetjeeja Lukjaoporongtom,LOSS,Unanimous Decision
Anissa “C18” Meksen,Dangkongfah Banchamek,WIN,Unanimous Decision
Anissa “C18” Meksen,Marie Ruumet,WIN,Unanimous Decision
Anissa “C18” Meksen,Cristina Morales,WIN,TKO
Anita Karim,Adriana Fusini,WIN,Submission
Anita Karim,Marie Ruumet,WIN,Unanimous Decision
Anita Karim,Gita Suharsono,WIN,Unanimous Decision
Anna “Supergirl” Jaroonsak,Cristina Morales,LOSS,TKO
Anna “Supergirl” Jaroonsak,Lara Fernandez,WIN,Unanimous Decision
Anna “Supergirl” Jaroonsak,Stamp Fairtex,LOSS,Split Decision
Anna “Supergirl” Jaroonsak,Ekaterina Vandaryeva,WIN,Split Decision
Anna “Supergirl” Jaroonsak,Milagros Lopez,WIN,Knockout
Anna Lia “Tremate” Moretti,Stella Hemetsberger,LOSS,Unanimous Decision
Antar Kacem,Krisana Daodenmuaythai,WIN,Split Decision
Antar Kacem,Kongklai Sor Sommai,WIN,Knockout
Antar Kacem,Worapon Sor Dechapan,WIN,Split Decision
Antar Kacem,Avatar PK Saenchai,LOSS,Knockout
Antar Kacem,Ferrari Fairtex,LOSS,Unanimous Decision
Antar Kacem,Rafi Bohic,WIN,Unanimous Decision
Antar Kacem,Yodphupa Petkiatpet,WIN,Knockout
Antar Kacem,Yodphupa Petkiatpet,LOSS,Split Decision
“The Antidote” Anthony Do,Liang Hui,WIN,Submission
“The Antidote” Anthony Do,Lito Adiwang,LOSS,Unanimous Decision
Anton Petrov,Beckham Bigwinchampiongym,LOSS,Unanimous Decision
Anton Petrov,Luca Lombardo,WIN,TKO
Anton Salchak,Haruyuki Tanitsu,LOSS,Unanimous Decision
Antonio Bushev,Mohammad Fahmi,LOSS,Unanimous Decision
Antonio “The Spartan” Caruso,Eduard Folayang,WIN,Unanimous Decision
Antonio “The Spartan” Caruso,Pieter Buist,LOSS,Unanimous Decision
Antonio Mammarella,Oliver Axelsson,LOSS,Unanimous Decision
Antonio Mammarella,Adrian Lee,LOSS,Submission
Antonio Orden,Pongsiri Sujeebameekiew,WIN,Split Decision
Anurak Wankhongohm MBK,Lamnamkhong BS Muaythai,LOSS,TKO
Apidet FiatPathum,Paeyim Sor Boonmeerit,LOSS,Split Decision
Apidet FiatPathum,Boonchu Sor Boonmeerit,WIN,Knockout
Apidet Namduemmee77,Tonglampoon FA Group,LOSS,Unanimous Decision
Apisit Fairtex,Patrik Szana,WIN,Unanimous Decision
Apiwat Sor Somnuk,Yodkritsada Sor Sommai,WIN,Majority Decision
Apiwat Sor Somnuk,Elyes Kacem,WIN,Knockout
Apiwat Sor Somnuk,Watcharaphon Singha Mawynn,LOSS,Unanimous Decision
Apiwat Sor Somnuk,Denkriangkrai Singha Mawynn,WIN,Unanimous Decision
Apiwat Sor Somnuk,Denkriangkrai Singha Mawynn,LOSS,Split Decision
Apiwat Sor Somnuk,ET Wankhongohm MBK,LOSS,Knockout
Aqib “The Alpha” Awan,Peter Danesoe,LOSS,TKO
Arashi “Storm” Sakamoto,Imad Salhi,LOSS,Knockout
Arian “Destroyer” Esparza,Nontachai Jitmuangnon,LOSS,Unanimous Decision
Arian “Game Over” Sadikovic,Nieky Holzken,WIN,Unanimous Decision
Arian “Game Over” Sadikovic,Regian Eersel,LOSS,Unanimous Decision
Arian “Game Over” Sadikovic,Mustapha Haida,WIN,Unanimous Decision
Ariel “Tarzan” Sexton,Marat Gafurov,LOSS,TKO
Ariel “Tarzan” Sexton,Amir Khan,WIN,Submission
Ariel “Tarzan” Sexton,Kota Shimoishi,WIN,Submission
Ariel “Tarzan” Sexton,Ev Ting,LOSS,Split Decision
Ariel “Tarzan” Sexton,Roger Huerta,WIN,TKO
Ariel “Tarzan” Sexton,Eddie Ng,WIN,Submission
Ariel “Tarzan” Sexton,Anvar Alizhanov,WIN,Submission
Ariel “Tarzan” Sexton,Kamal Shalorus,LOSS,Unanimous Decision
Arif “Ayep Sc” Izzudin,Allan Albindo,LOSS,TKO
Arif “Ayep Sc” Izzudin,Ismael Bandiwan,LOSS,TKO
Arsenio “The Filipino Assassin” Balisacan,Changy Kara-Ool,LOSS,TKO
Artem Belakh,Enkh-Orgil Baatarkhuu,WIN,TKO
Artem Belakh,Kwon Won Il,LOSS,TKO
Artem Belakh,Leandro Issa,WIN,Unanimous Decision
Asa “The American Ninja” Ten Pow,Seksan Or Kwanmuang,WIN,TKO
Asa “The American Ninja” Ten Pow,John Lineker,LOSS,Knockout
Asa “The American Ninja” Ten Pow,Rambolek Chor Ajalaboon,WIN,Knockout
Asa “The American Ninja” Ten Pow,Han Zi Hao,WIN,TKO
Asa “The American Ninja” Ten Pow,Mehdi Zatout,LOSS,TKO
Asadula Imangazaliev,Mohamed Taoufyq,WIN,Unanimous Decision
Asadula Imangazaliev,Dedduanglek Wankhongohm MBK,WIN,Knockout
Asadula Imangazaliev,Bobirjon Isroilov,WIN,Knockout
Asadula Imangazaliev,Petmuangsri Wankhongohm MBK,WIN,Knockout
Asahi Shinagawa,Rui Botelho,WIN,Split Decision
Asahi Shinagawa,Joseph Lasiri,LOSS,Knockout
Asha “Knockout Queen” Roka,Alyse Anderson,LOSS,Submission
Asha “Knockout Queen” Roka,Gina Iniong,LOSS,Unanimous Decision
Asha “Knockout Queen” Roka,Stamp Fairtex,LOSS,Submission
Ashley Williams,Fabricio Andrey,LOSS,Unanimous Decision
Ashraf Fauzi,Young Jun Kim,LOSS,TKO
Aslamjon Ortikov,Pompet PK Saenchai,WIN,Unanimous Decision
Aslamjon Ortikov,Yodthongthai Sor Sommai,WIN,Knockout
Aslamjon Ortikov,Watcharaphon Singha Mawynn,WIN,Unanimous Decision
Aslamjon Ortikov,Chatanan Sor Jor Joyprajin,WIN,Knockout
Aslamjon Ortikov,Pethuahin Jitmuangnon,WIN,TKO
Aslamjon Ortikov,Kaotaem Fairtex,WIN,Unanimous Decision
Aslanbek Zikreev,View Petkosol,LOSS,Unanimous Decision
Aslanbek Zikreev,Hercules Wor Chakrawut,LOSS,Split Decision
Aslanbek Zikreev,Rui Botelho,WIN,Split Decision
Aslanbek Zikreev,Zhang Peimian,LOSS,Unanimous Decision
Aslanbek Zikreev,Wang Junguang,WIN,Split Decision
Asliddin “Uzbek Tiger” Eshankulov,Nadyr Aliev,WIN,Submission
Asset “Namur” Anarbayev,Ilyas Eziyeu,LOSS,Unanimous Decision
Asuka Tsubaki,Long La,WIN,TKO
Asuka Tsubaki,Luo Zhou Jiang Cuo,WIN,Unanimous Decision
Attachai Kelasport,Poye Adsanpatong,WIN,Unanimous Decision
Aung La “The Burmese Python” N Sang,Shamil Erdogan,LOSS,Knockout
Aung La “The Burmese Python” N Sang,Shamil Erdogan,LOSS,TKO
Aung La “The Burmese Python” N Sang,Fan Rong,WIN,Submission
Aung La “The Burmese Python” N Sang,Gilberto Galvao,WIN,TKO
Aung La “The Burmese Python” N Sang,Yushin Okami,WIN,TKO
Aung La “The Burmese Python” N Sang,Vitaly Bigdash,LOSS,Unanimous Decision
Aung La “The Burmese Python” N Sang,Leandro Ataides,WIN,Knockout
Aung La “The Burmese Python” N Sang,Reinier de Ridder,LOSS,Unanimous Decision
Aung La “The Burmese Python” N Sang,Reinier de Ridder,LOSS,Submission
Aung La “The Burmese Python” N Sang,Brandon Vera,WIN,TKO
Aung La “The Burmese Python” N Sang,Ken Hasegawa,WIN,TKO
Aung La “The Burmese Python” N Sang,Mohammad Karaki,WIN,TKO
Aung La “The Burmese Python” N Sang,Ken Hasegawa,WIN,Knockout
Aung La “The Burmese Python” N Sang,Alexandre Machado,WIN,Knockout
Aung La “The Burmese Python” N Sang,Alain Ngalani,WIN,Submission
Aung La “The Burmese Python” N Sang,Vitaly Bigdash,WIN,Unanimous Decision
Aung La “The Burmese Python” N Sang,Michal Pasternak,WIN,Unanimous Decision
Aung La “The Burmese Python” N Sang,Aleksei Butorin,WIN,Submission
Aung La “The Burmese Python” N Sang,Mohamed Ali,WIN,Submission
Avatar PK Saenchai,Kendu Irving,WIN,Unanimous Decision
Avatar PK Saenchai,Abdulla Dayakaev,LOSS,Majority Decision
Avatar PK Saenchai,Kiamran Nabati,LOSS,Unanimous Decision
Avatar PK Saenchai,Antar Kacem,WIN,Knockout
Avatar PK Saenchai,Wang Kaifeng,WIN,Unanimous Decision
Avatar PK Saenchai,Ferzan Cicek,WIN,Split Decision
Avatar PK Saenchai,Komawut FA Group,WIN,Unanimous Decision
Avatar PK Saenchai,Komawut FA Group,LOSS,Split Decision
Avatar PK Saenchai,Mohammad Siasarani,LOSS,Majority Decision
Avazbek “Ninzya” Kholmirzaev,Bolat Zamanbekov,WIN,Submission
